year,Name,Title,ActorId,ActorId,MovieId,Country,genre
#N/A,Jessica Barden,The Lobster,892,892,436,#N/A,Romance
2015,Jessica Barth,Ted 2,1488,1488,345,America,Comedy
2010,Jessica Biel,The A-Team,541,541,195,America,Comedy
2006,Jessica Biel,The Illusionist,541,541,874,America,Romance
2014,Jessica Chastain,Interstellar,549,549,69,America,Drama
2015,Jessica Chastain,The Martian,549,549,620,America,Drama
2012,Jessica Chastain,Zero Dark Thirty,549,549,542,Other countries,Drama
2003,Jessica Lange,Big Fish,1120,1120,594,America,Drama
2012,Jessica Lange,The Vow,1120,1120,285,America,Romance
2008,Jessica Lucas,Cloverfield,1221,1221,765,America,#N/A
2016,Jessica Sula,Split,1704,1704,848,America,#N/A
1959,Jessie Royce Landis,North by Northwest,356,356,245,America,#N/A
2010,Jet Li,The Expendables,842,842,26,America,#N/A
2002,Jet Li,Ying xiong,842,842,741,America,#N/A
2002,Jim Broadbent,Gangs of New York,259,259,605,America,Drama
2001,Jim Broadbent,Moulin Rouge!,259,259,623,America,Romance
2004,Jim Carrey,A Series of Unfortunate Events,421,421,823,America,Comedy
1994,Jim Carrey,Ace Ventura: Pet Detective,421,421,22,Other countries,Comedy
#N/A,Jim Carrey,Ace Ventura: When Nature Calls,421,421,36,#N/A,Comedy
1995,Jim Carrey,Batman Forever,421,421,398,America,#N/A
2003,Jim Carrey,Bruce Almighty,421,421,793,America,Comedy
1994,Jim Carrey,Dumb and Dumber,421,421,965,Other countries,Comedy
2004,Jim Carrey,Eternal Sunshine of the Spotless Mind,421,421,895,Other countries,Romance
2000,Jim Carrey,How the Grinch Stole Christmas,421,421,473,Other countries,Comedy
#N/A,Jim Carrey,Kick-Ass 2,421,421,323,#N/A,Comedy
1997,Jim Carrey,Liar Liar,421,421,791,America,Comedy
2000,Jim Carrey,"Me, Myself & Irene",421,421,265,Asia,Comedy
1994,Jim Carrey,The Mask,421,421,494,Other countries,Comedy
2007,Jim Carrey,The Number 23,421,421,537,America,#N/A
1998,Jim Carrey,The Truman Show,421,421,458,Asia,Comedy
2008,Jim Carrey,Yes Man,421,421,708,Other countries,Romance
2006,Jim Caviezel,Deja Vu,108,108,193,America,#N/A
2004,Jim Caviezel,The Passion of the Christ,108,108,155,Other countries,Drama
1998,Jim Caviezel,The Thin Red Line,108,108,391,Other countries,Drama
#N/A,Jim Sturgess,21,1386,1386,3,#N/A,Drama
1995,Jim Varney,Toy Story,100,100,849,America,Comedy
2003,Ji-tae Yu,Oldeuboi,1629,1629,580,America,Drama
2008,Joan Allen,Death Race,490,490,842,Europe,#N/A
1997,Joan Allen,Face/Off,490,490,671,Other countries,#N/A
#N/A,Joan Allen,Hachi: A Dog's Tale,490,490,617,#N/A,Drama
2004,Joan Allen,The Bourne Supremacy,490,490,359,America,#N/A
#N/A,Joan Allen,The Bourne Ultimatum,490,490,772,#N/A,#N/A
2003,Joan Cusack,The School of Rock,1804,1804,609,Other countries,Music
1999,Joan Cusack,Toy Story 2,1804,1804,930,America,Comedy
2010,Joan Cusack,Toy Story 3,1804,1804,821,America,Comedy
2005,Joan Lunden,Thank You for Smoking,513,513,812,Other countries,Comedy
#N/A,Joanna Cassidy,Who Framed Roger Rabbit,836,836,814,#N/A,Comedy
#N/A,Joanne Samuel,Mad Max,637,637,554,#N/A,#N/A
1995,Joaquim de Almeida,Desperado,1183,1183,395,America,#N/A
2000,Joaquin Phoenix,Gladiator,459,459,80,America,Drama
2013,Joaquin Phoenix,Her,459,459,315,America,Romance
2004,Joaquin Phoenix,Hotel Rwanda,459,459,347,America,Biography
2002,Joaquin Phoenix,Signs,459,459,518,Europe,Drama
2004,Joaquin Phoenix,The Village,459,459,146,America,Drama
2005,Joaquin Phoenix,Walk the Line,459,459,142,Other countries,Music
1989,Jodi Benson,The Little Mermaid,1744,1744,709,Other countries,Animation
1997,Jodie Foster,Contact,1055,1055,289,America,Drama
2013,Jodie Foster,Elysium,1055,1055,166,America,Drama
2006,Jodie Foster,Inside Man,1055,1055,675,America,Drama
2002,Jodie Foster,Panic Room,1055,1055,328,America,Drama
1976,Jodie Foster,Taxi Driver,1055,1055,60,Asia,Drama
1991,Jodie Foster,The Silence of the Lambs,1055,1055,872,America,Drama
1994,Joe Morton,Speed,8,8,745,America,#N/A
2000,Joe Pantoliano,Memento,1043,1043,479,Other countries,#N/A
1995,Joe Pesci,Casino,1049,1049,545,America,Drama
1990,Joe Pesci,Goodfellas,1049,1049,61,America,Biography
1990,Joe Pesci,Home Alone,1049,1049,877,America,Comedy
1992,Joe Pesci,Home Alone 2: Lost in New York,1049,1049,919,America,Comedy
1980,Joe Pesci,Raging Bull,1049,1049,853,America,Biography
2011,Joel Courtney,Super 8,1137,1137,633,America,#N/A
2013,Joel Edgerton,The Great Gatsby,1342,1342,781,Other countries,Romance
2011,Joel Edgerton,Warrior,1342,1342,107,Asia,Sport
2012,Joel Edgerton,Zero Dark Thirty,1342,1342,542,Other countries,Drama
2014,Joel Kinnaman,RoboCop 2,729,729,626,America,#N/A
2012,Joel McHale,Ted,1760,1760,578,America,Comedy
2000,Joely Richardson,The Patriot,818,818,206,America,Drama
1999,Joey Lauren Adams,Big Daddy,1790,1790,935,America,Comedy
2008,John Alexander,Hellboy II: The Golden Army,1142,1142,584,America,#N/A
1980,John Belushi,The Blues Brothers,938,938,453,America,Comedy
2007,John Billingsley,The Man from Earth,654,654,680,America,Drama
2015,John Boyega,Star Wars: Episode VII - The Force Awakens,1366,1366,548,America,#N/A
2008,John C. Reilly,Step Brothers,1032,1032,939,Asia,Comedy
2004,John C. Reilly,The Aviator,1032,1032,644,America,Biography
2012,John C. Reilly,The Dictator,1032,1032,422,America,Comedy
2012,John C. Reilly,Wreck-It Ralph,1032,1032,255,Other countries,Comedy
1980,John Candy,The Blues Brothers,844,844,453,America,Comedy
1968,John Cassavetes,Rosemary's Baby,1423,1423,941,America,Drama
1975,John Cazale,Dog Day Afternoon,68,68,928,America,Biography
1978,John Cazale,The Deer Hunter,68,68,283,America,Drama
2004,John Cho,Harold & Kumar Go to White Castle,383,383,306,Asia,Comedy
1979,John Cleese,Life of Brian,914,914,355,America,Comedy
1975,John Cleese,Monty Python and the Holy Grail,914,914,485,America,Comedy
#N/A,John Cusack,1408,1077,1077,21,#N/A,Drama
2009,John Cusack,2012,1077,1077,278,Other countries,#N/A
1999,John Cusack,Being John Malkovich,1077,1077,93,Asia,Comedy
1997,John Cusack,Con Air,1077,1077,205,America,#N/A
2003,John Cusack,Identity,1077,1077,847,America,#N/A
2010,John Doman,Blue Valentine,133,133,957,Other countries,Romance
1957,John Fiedler,12 Angry Men,320,320,588,Other countries,Drama
2016,John Gallagher Jr.,10 Cloverfield Lane,1107,1107,374,America,Drama
1960,John Gavin,Psycho,389,389,185,Other countries,#N/A
1982,John Gielgud,Gandhi,1478,1478,461,Other countries,Biography
1980,John Gielgud,The Elephant Man,1478,1478,149,Asia,Biography
2016,John Goodman,10 Cloverfield Lane,1592,1592,374,America,Drama
2012,John Goodman,Argo,1592,1592,110,Other countries,Biography
2012,John Goodman,Flight,1592,1592,400,America,Drama
2013,John Goodman,Monsters University,1592,1592,833,Other countries,Comedy
2001,John Goodman,"Monsters, Inc.",1592,1592,592,Europe,Comedy
2000,John Goodman,"O Brother, Where Art Thou?",1592,1592,922,Asia,Comedy
#N/A,John Goodman,The Artist,1592,1592,682,#N/A,Romance
1998,John Goodman,The Big Lebowski,1592,1592,497,Europe,Comedy
1999,John Hannah,The Mummy,1802,1802,261,Other countries,#N/A
2001,John Hannah,The Mummy Returns,1802,1802,192,America,#N/A
2003,John Hawkes,Identity,1660,1660,847,America,#N/A
1988,John Heard,Big,790,790,201,Other countries,Comedy
1990,John Heard,Home Alone,790,790,877,America,Comedy
2009,John Hodgman,Coraline,1771,1771,806,Other countries,Drama
1979,John Hurt,Alien,1290,1290,960,America,#N/A
1997,John Hurt,Contact,1290,1290,289,America,Drama
2004,John Hurt,Hellboy,1290,1290,572,Asia,#N/A
1980,John Hurt,The Elephant Man,1290,1290,149,Asia,Biography
1974,John Huston,Chinatown,1680,1680,740,Asia,Drama
1993,John Leguizamo,Carlito's Way,1033,1033,241,Other countries,Drama
2002,John Leguizamo,Ice Age,1033,1033,629,Other countries,Comedy
2012,John Leguizamo,Ice Age: Continental Drift,1033,1033,144,Asia,Comedy
2009,John Leguizamo,Ice Age: Dawn of the Dinosaurs,1033,1033,37,America,Animation
2006,John Leguizamo,Ice Age: The Meltdown,1033,1033,845,America,Comedy
2001,John Leguizamo,Moulin Rouge!,1033,1033,623,America,Romance
1996,John Leguizamo,Romeo + Juliet,1033,1033,500,Asia,Romance
2008,John Leguizamo,The Happening,1033,1033,76,America,Sci-Fi
2001,John Lithgow,Shrek,237,237,679,America,Comedy
2001,John Lone,Rush Hour 2,995,995,253,America,Comedy
1984,John Louie,Gremlins,1595,1595,460,America,Comedy
1996,John Mahoney,Primal Fear,471,471,786,America,Drama
1999,John Malkovich,Being John Malkovich,1402,1402,93,Asia,Comedy
2008,John Malkovich,Burn After Reading,1402,1402,858,America,Comedy
1997,John Malkovich,Con Air,1402,1402,205,America,#N/A
2013,John Malkovich,Warm Bodies,1402,1402,127,America,Romance
1962,John Megna,To Kill a Mockingbird,991,991,712,Other countries,Drama
2008,John Michael Higgins,Yes Man,1764,1764,708,Other countries,Romance
2009,John Ratzenberger,Up,263,263,103,America,Comedy
1981,John Rhys-Davies,Raiders of the Lost Ark,1052,1052,700,America,#N/A
1978,John Savage,The Deer Hunter,656,656,283,America,Drama
#N/A,John Saxon,A Nightmare on Elm Street,967,967,272,#N/A,#N/A
2004,John Sharian,The Machinist,1799,1799,926,Other countries,Drama
1996,John Spencer,The Rock,430,430,353,America,#N/A
2008,John Travolta,Bolt,1090,1090,824,America,Comedy
1997,John Travolta,Face/Off,1090,1090,671,Other countries,#N/A
1978,John Travolta,Grease,1090,1090,601,America,Romance
1994,John Travolta,Pulp Fiction,1090,1090,151,America,Drama
2001,John Travolta,Swordfish,1090,1090,443,Asia,#N/A
2009,John Travolta,The Taking of Pelham 123,1090,1090,961,Other countries,#N/A
2000,John Turturro,"O Brother, Where Art Thou?",171,171,922,Asia,Comedy
2004,John Turturro,Secret Window,171,171,875,America,Drama
2008,John Turturro,You Don't Mess with the Zohan,171,171,955,Other countries,Comedy
#N/A,Johnny Depp,A Nightmare on Elm Street,177,177,272,#N/A,#N/A
2010,Johnny Depp,Alice in Wonderland,177,177,266,America,#N/A
2001,Johnny Depp,Blow,177,177,975,Asia,Biography
2005,Johnny Depp,Charlie and the Chocolate Factory,177,177,95,America,Comedy
2005,Johnny Depp,Corpse Bride,177,177,191,America,Drama
2012,Johnny Depp,Dark Shadows,177,177,33,America,Comedy
1997,Johnny Depp,Donnie Brasco,177,177,49,America,Biography
1990,Johnny Depp,Edward Scissorhands,177,177,621,America,Romance
1998,Johnny Depp,Fear and Loathing in Las Vegas,177,177,444,Other countries,Comedy
2004,Johnny Depp,Finding Neverland,177,177,831,America,Biography
2007,Johnny Depp,Pirates of the Caribbean: At World's End,177,177,691,America,#N/A
2006,Johnny Depp,Pirates of the Caribbean: Dead Man's Chest,177,177,495,Europe,#N/A
2011,Johnny Depp,Pirates of the Caribbean: On Stranger Tides,177,177,409,America,#N/A
2003,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,177,177,756,America,#N/A
2009,Johnny Depp,Public Enemies,177,177,450,America,Biography
2011,Johnny Depp,Rango,177,177,187,America,Comedy
2004,Johnny Depp,Secret Window,177,177,875,America,Drama
1999,Johnny Depp,Sleepy Hollow,177,177,237,America,#N/A
2007,Johnny Depp,Sweeney Todd: The Demon Barber of Fleet Street,177,177,811,America,Drama
2013,Johnny Depp,The Lone Ranger,177,177,256,Asia,#N/A
2010,Johnny Depp,The Tourist,177,177,202,Other countries,#N/A
2014,Johnny Depp,Transcendence,177,177,307,Asia,Drama
1993,Johnny Depp,What's Eating Gilbert Grape,177,177,318,Other countries,Drama
2000,Jon Abrahams,Scary Movie,1246,1246,699,America,Comedy
2015,Jon Bernthal,Sicario,645,645,952,America,Drama
2016,Jon Bernthal,The Accountant,645,645,921,America,Drama
2013,Jon Daly,The Secret Life of Walter Mitty,673,673,148,America,Comedy
2014,Jon Favreau,Chef,1311,1311,259,America,Comedy
2004,Jon Gries,Napoleon Dynamite,1144,1144,881,Asia,Comedy
2015,Jon Hamm,Minions,211,211,761,Asia,Animation
2010,Jon Hamm,The Town,211,211,843,America,Drama
2004,Jon Heder,Napoleon Dynamite,1731,1731,881,Asia,Comedy
1999,Jon Stewart,Big Daddy,1709,1709,935,America,Comedy
1998,Jon Voight,Enemy of the State,981,981,275,America,#N/A
1995,Jon Voight,Heat,981,981,489,Asia,Drama
2001,Jon Voight,Lara Croft: Tomb Raider,981,981,440,America,#N/A
1996,Jon Voight,Mission: Impossible,981,981,692,Asia,#N/A
2007,Jon Voight,National Treasure: Book of Secrets,981,981,58,Other countries,#N/A
2012,Jonah Hill,21 Jump Street,251,251,263,America,Comedy
2014,Jonah Hill,22 Jump Street,251,251,574,Other countries,Comedy
2010,Jonah Hill,Get Him to the Greek,251,251,27,Other countries,Music
2010,Jonah Hill,Megamind,251,251,887,America,Comedy
2011,Jonah Hill,Moneyball,251,251,948,Other countries,Biography
2007,Jonah Hill,Superbad,251,251,77,America,Comedy
2013,Jonah Hill,The Wolf of Wall Street,251,251,108,America,Biography
2013,Jonah Hill,This Is the End,251,251,13,America,Comedy
2004,Jonathan Bennett,Mean Girls,123,123,230,Europe,Comedy
2012,Jonathan Daniel Brown,Project X,98,98,476,America,Comedy
1992,Jonathan Freeman,Aladdin,947,947,732,America,Comedy
2013,Jonathan Groff,Frozen,387,387,277,America,Comedy
1995,Jonathan Hyde,Jumanji,206,206,729,America,Comedy
1984,Jonathan Ke Quan,Indiana Jones and the Temple of Doom,265,265,482,Asia,#N/A
1985,Jonathan Pryce,Brazil,1789,1789,199,America,Drama
1997,Jonathan Pryce,Tomorrow Never Dies,1789,1789,819,America,#N/A
2005,Jonathan Rhys Meyers,Match Point,990,990,317,America,Romance
2008,Jonathan Roumie,Revolutionary Road,422,422,911,America,Romance
1996,Jonny Lee Miller,Trainspotting,105,105,75,America,Drama
2009,Jordan Nagai,Up,1109,1109,103,America,Comedy
2009,Jordana Brewster,Fast & Furious,706,706,674,America,#N/A
2011,Jordana Brewster,Fast Five,706,706,552,America,#N/A
#N/A,Jordana Brewster,The Fast and the Furious,706,706,998,#N/A,#N/A
2003,Jordi Mollà,Bad Boys II,184,184,924,Other countries,Comedy
2010,Jordi Mollà,Knight and Day,184,184,441,Other countries,Comedy
2006,Jose Pablo Cantillo,Crank,641,641,797,Europe,#N/A
2007,Josef Altin,Eastern Promises,1681,1681,478,America,Drama
#N/A,Joseph Cotten,Citizen Kane,344,344,437,#N/A,Drama
2001,Joseph Fiennes,Enemy at the Gates,1610,1610,451,America,Drama
1998,Joseph Fiennes,Shakespeare in Love,1610,1610,186,America,Comedy
#N/A,Joseph Gordon-Levitt,(500) Days of Summer,1119,1119,894,#N/A,Romance
1999,Joseph Gordon-Levitt,10 Things I Hate About You,1119,1119,529,Europe,Romance
2011,Joseph Gordon-Levitt,50/50,1119,1119,117,America,Romance
2013,Joseph Gordon-Levitt,Don Jon,1119,1119,648,Other countries,Romance
2010,Joseph Gordon-Levitt,Inception,1119,1119,913,America,#N/A
2012,Joseph Gordon-Levitt,Lincoln,1119,1119,177,Other countries,Biography
2012,Joseph Gordon-Levitt,Looper,1119,1119,751,America,Drama
1995,Joseph Melito,Twelve Monkeys,1816,1816,414,America,#N/A
2007,Josh Brolin,American Gangster,1270,1270,160,America,Biography
#N/A,Josh Brolin,Men in Black 3,1270,1270,367,#N/A,Comedy
2007,Josh Brolin,No Country for Old Men,1270,1270,997,America,Drama
2007,Josh Brolin,Planet Terror,1270,1270,638,America,Comedy
2015,Josh Brolin,Sicario,1270,1270,952,America,Drama
1985,Josh Brolin,The Goonies,1270,1270,803,Asia,Comedy
2010,Josh Brolin,True Grit,1270,1270,995,Other countries,Drama
1989,Josh Charles,Dead Poets Society,682,682,520,America,Comedy
2007,Josh Duhamel,Transformers,1524,1524,656,America,#N/A
2011,Josh Duhamel,Transformers: Dark of the Moon,1524,1524,865,Other countries,#N/A
2009,Josh Duhamel,Transformers: Revenge of the Fallen,1524,1524,725,Other countries,#N/A
2013,Josh Gad,Frozen,1047,1047,277,America,Comedy
#N/A,Josh Hartnett,Black Hawk Down,1453,1453,468,#N/A,Drama
2006,Josh Hartnett,Lucky Number Slevin,1453,1453,211,America,Drama
2001,Josh Hartnett,Pearl Harbor,1453,1453,239,Asia,Drama
2012,Josh Hutcherson,The Hunger Games,1476,1476,20,America,Sci-Fi
2013,Josh Hutcherson,The Hunger Games: Catching Fire,1476,1476,676,America,#N/A
2014,Josh Hutcherson,The Hunger Games: Mockingjay - Part 1,1476,1476,973,America,#N/A
2015,Josh Hutcherson,The Hunger Games: Mockingjay - Part 2,1476,1476,423,Other countries,#N/A
1997,Josh Keaton,Hercules,287,287,808,America,Comedy
2000,Josh Lucas,American Psycho,1521,1521,508,America,Drama
2003,Josh Lucas,Hulk,1521,1521,292,America,#N/A
1999,Joshua Leonard,The Blair Witch Project,669,669,707,America,#N/A
1985,Judd Nelson,The Breakfast Club,1074,1074,770,America,Comedy
2004,Jude Law,A Series of Unfortunate Events,1508,1508,823,America,Comedy
2001,Jude Law,Artificial Intelligence: AI,1508,1508,916,America,Drama
2004,Jude Law,Closer,1508,1508,361,Other countries,Romance
2011,Jude Law,Contagion,1508,1508,492,America,Drama
2001,Jude Law,Enemy at the Gates,1508,1508,451,America,Drama
1997,Jude Law,Gattaca,1508,1508,132,America,Drama
2009,Jude Law,Sherlock Holmes,1508,1508,50,Other countries,#N/A
2011,Jude Law,Sherlock Holmes: A Game of Shadows,1508,1508,44,Asia,#N/A
2013,Jude Law,Side Effects,1508,1508,851,Other countries,Drama
2015,Jude Law,Spy,1508,1508,611,Asia,Comedy
2006,Jude Law,The Holiday,1508,1508,661,America,Romance
1999,Jude Law,The Talented Mr. Ripley,1508,1508,125,America,Drama
2006,Judi Dench,Casino Royale,756,756,859,America,#N/A
2000,Judi Dench,Chocolat,756,756,746,Asia,Romance
#N/A,Judi Dench,Quantum of Solace,756,756,169,#N/A,#N/A
2012,Judi Dench,Skyfall,756,756,846,America,#N/A
2004,Judi Dench,The Chronicles of Riddick,756,756,511,America,#N/A
1939,Judy Garland,The Wizard of Oz,165,165,546,America,#N/A
2015,Judy Greer,Jurassic World,784,784,632,Other countries,#N/A
2010,Judy Greer,Love & Other Drugs,784,784,927,Asia,Romance
1998,Julia Louis-Dreyfus,A Bug's Life,1715,1715,807,America,Comedy
#N/A,Julia Ormond,The Curious Case of Benjamin Button,604,604,279,#N/A,Romance
2004,Julia Roberts,Closer,704,704,361,Other countries,Romance
1991,Julia Roberts,Hook,704,704,45,America,Comedy
1999,Julia Roberts,Notting Hill,704,704,612,Other countries,Romance
#N/A,Julia Roberts,Ocean's Eleven,704,704,68,#N/A,#N/A
#N/A,Julia Roberts,Ocean's Twelve,704,704,373,#N/A,#N/A
1990,Julia Roberts,Pretty Woman,704,704,223,Other countries,Romance
2000,Julia Sawalha,Chicken Run,518,518,577,America,Comedy
1999,Julia Stiles,10 Things I Hate About You,1085,1085,529,Europe,Romance
#N/A,Julia Stiles,The Bourne Ultimatum,1085,1085,772,#N/A,#N/A
2004,Julian Glover,Troy,415,415,994,Other countries,Drama
2004,Juliane Köhler,Der Untergang,232,232,426,America,Biography
1997,Julianne Moore,Boogie Nights,640,640,647,America,Drama
2006,Julianne Moore,Children of Men,640,640,954,America,Drama
2011,Julianne Moore,"Crazy, Stupid, Love.",640,640,483,America,Romance
2013,Julianne Moore,Don Jon,640,640,648,Other countries,Romance
2001,Julianne Moore,Hannibal,640,640,397,Other countries,Drama
1999,Julianne Moore,Magnolia,640,640,992,America,Drama
2014,Julianne Moore,Non-Stop,640,640,820,America,#N/A
1998,Julianne Moore,The Big Lebowski,640,640,497,Europe,Comedy
1993,Julianne Moore,The Fugitive,640,640,376,America,Drama
1997,Julianne Moore,The Lost World: Jurassic Park,640,640,48,America,Sci-Fi
#N/A,Julie Andrews,Despicable Me,37,37,931,#N/A,Comedy
2004,Julie Andrews,Shrek 2,37,37,72,Other countries,Comedy
1965,Julie Andrews,The Sound of Music,37,37,789,America,Biography
2008,Julie Benz,Rambo,540,540,167,America,#N/A
1996,Julie Bowen,Happy Gilmore,203,203,568,Asia,Comedy
2004,Julie Christie,Finding Neverland,1439,1439,831,America,Biography
1995,Julie Delpy,Before Sunrise,699,699,825,America,Romance
2004,Julie Delpy,Before Sunset,699,699,106,America,Romance
1980,Julie Hagerty,Airplane!,262,262,902,Other countries,Comedy
2007,Julie Kavner,The Simpsons Movie,553,553,7,America,Comedy
#N/A,Julie Walters,Brave,988,988,51,#N/A,Comedy
2012,Juliet Rylance,Sinister,439,439,200,Other countries,#N/A
2000,Juliette Binoche,Chocolat,1315,1315,746,Asia,Romance
1996,Juliette Binoche,The English Patient,1315,1315,817,America,Romance
1996,Juliette Lewis,From Dusk Till Dawn,21,21,826,America,#N/A
1994,Juliette Lewis,Natural Born Killers,21,21,506,America,Drama
1993,Juliette Lewis,What's Eating Gilbert Grape,21,21,318,Other countries,Drama
1981,Jürgen Prochnow,Das Boot,515,515,333,Other countries,Drama
2004,Justin Bartha,National Treasure,3,3,154,America,#N/A
2007,Justin Bartha,National Treasure: Book of Secrets,3,3,58,Other countries,#N/A
#N/A,Justin Bartha,The Hangover,3,3,909,#N/A,Comedy
2011,Justin Bartha,The Hangover Part II,3,3,978,America,Comedy
2013,Justin Bartha,The Hangover Part III,3,3,111,America,Comedy
2009,Justin Long,Drag Me to Hell,1372,1372,382,Other countries,#N/A
2007,Justin Long,Live Free or Die Hard,1372,1372,972,Asia,#N/A
2000,Justin Theroux,American Psycho,1518,1518,508,America,Drama
#N/A,Justin Theroux,Mulholland Dr.,1518,1518,212,#N/A,Drama
2011,Justin Timberlake,Bad Teacher,1400,1400,867,Asia,Romance
2011,Justin Timberlake,Friends with Benefits,1400,1400,914,Other countries,Romance
2011,Justin Timberlake,In Time,1400,1400,35,America,Drama
2010,Justin Timberlake,The Social Network,1400,1400,475,America,Biography
2008,Ka Tung Lam,Yip Man,705,705,408,Asia,Biography
2006,Kagiso Kuypers,Blood Diamond,1766,1766,733,Other countries,Drama
2016,Kaitlin Olson,Finding Dory,950,950,457,Other countries,Comedy
2004,Kal Penn,Harold & Kumar Go to White Castle,146,146,306,Asia,Comedy
2012,Kara Hayward,Moonrise Kingdom,946,946,254,America,Comedy
2008,Kåre Hedebrant,Låt den rätte komma in,1000,1000,714,America,Romance
1980,Kareem Abdul-Jabbar,Airplane!,1096,1096,902,Other countries,Comedy
2008,Karen Allen,Indiana Jones and the Kingdom of the Crystal Skull,1463,1463,105,America,#N/A
1981,Karen Allen,Raiders of the Lost Ark,1463,1463,700,America,#N/A
#N/A,Karen Disher,Rio,1411,1411,890,#N/A,Comedy
2011,Karin Konoval,Rise of the Planet of the Apes,44,44,419,America,Drama
2004,Karina Arroyave,Crash,1425,1425,417,Asia,Drama
2012,Karl Urban,Dredd,1461,1461,936,Other countries,#N/A
2016,Karl Urban,Star Trek Beyond,1461,1461,654,Other countries,#N/A
1991,Kasi Lemmons,The Silence of the Lambs,709,709,872,America,Drama
#N/A,Kate Ashfield,Shaun of the Dead,1267,1267,702,#N/A,Comedy
#N/A,Kate Beckinsale,Click,175,175,734,#N/A,Comedy
2001,Kate Beckinsale,Pearl Harbor,175,175,239,Asia,Drama
2004,Kate Beckinsale,The Aviator,175,175,644,America,Biography
2012,Kate Beckinsale,Total Recall 2,175,175,841,Asia,#N/A
2003,Kate Beckinsale,Underworld,175,175,338,America,#N/A
#N/A,Kate Beckinsale,Underworld: Evolution,175,175,576,#N/A,#N/A
2004,Kate Beckinsale,Van Helsing,175,175,296,Other countries,#N/A
#N/A,Kate Bosworth,21,326,326,3,#N/A,Drama
2006,Kate Bosworth,Superman Returns,326,326,693,America,#N/A
1984,Kate Capshaw,Indiana Jones and the Temple of Doom,633,633,482,Asia,#N/A
2000,Kate Hudson,Almost Famous,1483,1483,488,Other countries,Comedy
2003,Kate Hudson,How to Lose a Guy in 10 Days,1483,1483,799,America,Romance
2010,Kate Mara,127 Hours,368,368,993,Asia,Biography
2015,Kate Mara,The Martian,368,368,620,America,Drama
2016,Kate McKinnon,Ghostbusters,589,589,968,America,Comedy
#N/A,Kate Nauta,Transporter 2,1064,1064,486,#N/A,#N/A
2011,Kate Winslet,Contagion,1382,1382,492,America,Drama
2014,Kate Winslet,Divergent,1382,1382,14,Other countries,#N/A
2004,Kate Winslet,Eternal Sunshine of the Spotless Mind,1382,1382,895,Other countries,Romance
2004,Kate Winslet,Finding Neverland,1382,1382,831,America,Biography
2015,Kate Winslet,Insurgent,1382,1382,910,America,#N/A
2008,Kate Winslet,Revolutionary Road,1382,1382,911,America,Romance
2006,Kate Winslet,The Holiday,1382,1382,661,America,Romance
2008,Kate Winslet,The Reader,1382,1382,953,Other countries,Romance
1997,Kate Winslet,Titanic,1382,1382,933,America,Romance
#N/A,Katharine Ross,Butch Cassidy and the Sundance Kid,1714,1714,636,#N/A,Biography
1967,Katharine Ross,The Graduate,1714,1714,284,Asia,Romance
2007,Katherine Heigl,Knocked Up,1465,1465,369,Other countries,Romance
2009,Katherine Heigl,The Ugly Truth,1465,1465,695,Other countries,Romance
1985,Katherine Helmond,Brazil,1304,1304,199,America,Drama
2016,Katherine Waterston,Fantastic Beasts and Where to Find Them,1369,1369,153,America,#N/A
2003,Kathryn Hahn,How to Lose a Guy in 10 Days,908,908,799,America,Romance
2013,Kathryn Hahn,The Secret Life of Walter Mitty,908,908,148,America,Comedy
2011,Kathy Bates,Midnight in Paris,1627,1627,334,America,Romance
1990,Kathy Bates,Misery,1627,1627,832,America,Drama
1997,Kathy Bates,Titanic,1627,1627,933,America,Romance
#N/A,Katie Featherston,Paranormal Activity,903,903,882,#N/A,#N/A
2015,Kaya Scodelario,Maze Runner: The Scorch Trials,72,72,264,America,#N/A
2014,Kaya Scodelario,The Maze Runner,72,72,100,America,Sci-Fi
2005,Keanu Reeves,Constantine,489,489,242,America,#N/A
1992,Keanu Reeves,Dracula,489,489,94,America,#N/A
2014,Keanu Reeves,John Wick,489,489,516,Asia,#N/A
1994,Keanu Reeves,Speed,489,489,745,America,#N/A
1997,Keanu Reeves,The Devil's Advocate,489,489,344,America,Drama
1999,Keanu Reeves,The Matrix,489,489,547,America,#N/A
2003,Keanu Reeves,The Matrix Reloaded,489,489,337,Asia,#N/A
#N/A,Keanu Reeves,The Matrix Revolutions,489,489,971,#N/A,#N/A
1964,Keenan Wynn,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,321,321,407,America,Comedy
#N/A,Keiko Tsushima,Shichinin no samurai,1834,1834,67,#N/A,Drama
1968,Keir Dullea,2001: A Space Odyssey,1591,1591,736,America,#N/A
2014,Keir Gilchrist,It Follows,1358,1358,681,America,#N/A
2007,Keira Knightley,Atonement,1644,1644,870,America,Romance
2007,Keira Knightley,Pirates of the Caribbean: At World's End,1644,1644,691,America,#N/A
2006,Keira Knightley,Pirates of the Caribbean: Dead Man's Chest,1644,1644,495,Europe,#N/A
2003,Keira Knightley,Pirates of the Caribbean: The Curse of the Black Pearl,1644,1644,756,America,#N/A
2005,Keira Knightley,Pride & Prejudice,1644,1644,974,America,Romance
2014,Keira Knightley,The Imitation Game,1644,1644,530,America,Biography
2000,Keith David,Pitch Black,711,711,163,America,Sci-Fi
#N/A,Keith David,Platoon,711,711,878,#N/A,Drama
