year,Name,Title,ActorId,ActorId,MovieId,Country,genre
1982,Keith David,The Thing,711,711,967,Other countries,#N/A
2000,Kelley,How the Grinch Stole Christmas,660,660,473,Other countries,Comedy
#N/A,Kelly Macdonald,Brave,905,905,51,#N/A,Comedy
1986,Kelly McGillis,Top Gun,362,362,331,America,Drama
1996,Kelly Preston,Jerry Maguire,1814,1814,507,America,Romance
1999,Kelsey Grammer,Toy Story 2,573,573,930,America,Comedy
2006,Ken Davitian,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,935,935,653,America,Comedy
1998,Ken Leung,Rush Hour,810,810,757,Africa,Comedy
2004,Ken Leung,Saw,810,810,466,Other countries,#N/A
2013,Ken Stott,The Hobbit: The Desolation of Smaug,1443,1443,224,Asia,#N/A
2005,Ken Watanabe,Batman Begins,101,101,586,Asia,#N/A
2014,Ken Watanabe,Godzilla 2,101,101,480,Other countries,#N/A
2010,Ken Watanabe,Inception,101,101,913,America,#N/A
2003,Ken Watanabe,The Last Samurai,101,101,517,America,Drama
2008,Kenneth Branagh,Valkyrie,523,523,951,America,Drama
2014,Keri Russell,Dawn of the Planet of the Apes,971,971,731,Other countries,Drama
2000,Kerr Smith,Final Destination,885,885,657,Asia,#N/A
2012,Kerry Washington,Django Unchained,448,448,780,America,Drama
2006,Kerry Washington,The Last King of Scotland,448,448,979,Africa,Biography
#N/A,Kevin Bacon,A Few Good Men,932,932,309,#N/A,Drama
1995,Kevin Bacon,Apollo 13,932,932,703,America,Drama
2003,Kevin Bacon,Mystic River,932,932,364,Asia,Drama
1996,Kevin Bacon,Sleepers,932,932,406,America,Drama
2011,Kevin Bacon,X: First Class,932,932,884,Asia,#N/A
1990,Kevin Costner,Dances with Wolves,1632,1632,990,America,Drama
2016,Kevin Costner,Hidden Figures,1632,1632,767,America,Biography
1991,Kevin Costner,Robin Hood: Prince of Thieves,1632,1632,243,Other countries,Drama
1987,Kevin Costner,The Untouchables,1632,1632,366,America,Drama
1995,Kevin Costner,Waterworld,1632,1632,358,Asia,#N/A
2016,Kevin Hart,The Secret Life of Pets,327,327,286,America,Comedy
2010,Kevin James,Grown Ups,1138,1138,360,Other countries,Comedy
2005,Kevin James,Hitch,1138,1138,949,America,Romance
2012,Kevin James,Hotel Transylvania,1138,1138,908,Other countries,Comedy
2011,Kevin Kline,No Strings Attached,41,41,569,America,Romance
2010,Kevin McKidd,Percy Jackson & the Olympians: The Lightning Thief,1414,1414,696,Asia,#N/A
1996,Kevin McKidd,Trainspotting,1414,1414,75,America,Drama
1987,Kevin Peter Hall,Predator,587,587,176,Asia,#N/A
#N/A,Kevin Spacey,21,686,686,3,#N/A,Drama
1998,Kevin Spacey,A Bug's Life,686,686,807,America,Comedy
1999,Kevin Spacey,American Beauty,686,686,287,America,Drama
2001,Kevin Spacey,K-PAX,686,686,181,Asia,Drama
1997,Kevin Spacey,L.A. Confidential,686,686,981,America,Drama
#N/A,Kevin Spacey,Moon,686,686,652,#N/A,Drama
1995,Kevin Spacey,Se7en,686,686,109,America,Drama
2006,Kevin Spacey,Superman Returns,686,686,693,America,#N/A
1995,Kevin Spacey,The Usual Suspects,686,686,356,America,#N/A
1998,Kiefer Sutherland,Dark City,406,406,510,America,#N/A
2002,Kiefer Sutherland,Phone Booth,406,406,53,Other countries,#N/A
2010,Kieran Culkin,Scott Pilgrim vs. the World,533,533,435,America,Comedy
#N/A,Kim Basinger,8 Mile,1679,1679,619,#N/A,Music
1989,Kim Basinger,Batman,1679,1679,248,America,#N/A
1997,Kim Basinger,L.A. Confidential,1679,1679,981,America,Drama
1985,Kim Greist,Brazil,202,202,199,America,Drama
1958,Kim Novak,Vertigo,159,159,84,America,Romance
1998,Kirk Acevedo,The Thin Red Line,1226,1226,391,Other countries,Drama
1994,Kirsten Dunst,Interview with the Vampire: The Vampire Chronicles,1762,1762,801,America,Drama
1995,Kirsten Dunst,Jumanji,1762,1762,729,America,Comedy
2002,Kirsten Dunst,Spider-Man,1762,1762,886,Other countries,#N/A
2004,Kirsten Dunst,Spider-Man 2,1762,1762,96,America,Sci-Fi
2007,Kirsten Dunst,Spider-Man 3,1762,1762,827,America,#N/A
1981,Klaus Wennemann,Das Boot,1377,1377,333,Other countries,Drama
2014,Kodi Smit-McPhee,Dawn of the Planet of the Apes,1269,1269,731,Other countries,Drama
2009,Kodi Smit-McPhee,The Road,1269,1269,946,Asia,Drama
1998,Kris Kristofferson,Blade,58,58,402,Other countries,#N/A
2002,Kris Kristofferson,Blade II,58,58,220,Asia,#N/A
2003,Kristanna Loken,Terminator 3: Rise of the Machines,1191,1191,748,America,#N/A
2008,Kristen Bell,Forgetting Sarah Marshall,12,12,170,America,Romance
2013,Kristen Bell,Frozen,12,12,277,America,Comedy
2000,Kristen Cloke,Final Destination,1473,1473,657,Asia,#N/A
2011,Kristen Connolly,The Cabin in the Woods,677,677,550,America,Comedy
2002,Kristen Stewart,Panic Room,1613,1613,328,America,Drama
2012,Kristen Stewart,Snow White and the Huntsman,1613,1613,802,America,Drama
2011,Kristen Stewart,The Twilight Saga: Breaking Dawn - Part 1,1613,1613,515,America,Drama
#N/A,Kristen Stewart,The Twilight Saga: Breaking Dawn - Part 2,1613,1613,531,#N/A,Drama
2010,Kristen Stewart,The Twilight Saga: Eclipse,1613,1613,383,America,Drama
2009,Kristen Stewart,The Twilight Saga: New Moon,1613,1613,112,Other countries,Drama
2008,Kristen Stewart,Twilight,1613,1613,766,America,Romance
2011,Kristen Wiig,Bridesmaids,774,774,83,America,Romance
2013,Kristen Wiig,Despicable Me 2,774,774,963,America,Comedy
2016,Kristen Wiig,Ghostbusters,774,774,968,America,Comedy
2015,Kristen Wiig,The Martian,774,774,620,America,Drama
2013,Kristen Wiig,The Secret Life of Walter Mitty,774,774,148,America,Comedy
1996,Kristin Scott Thomas,The English Patient,1813,1813,817,America,Romance
2011,Kurt Fuller,Midnight in Paris,176,176,334,America,Romance
2007,Kurt Russell,Death Proof,1103,1103,504,America,#N/A
2007,Kurt Russell,Grindhouse,1103,1103,380,America,#N/A
1994,Kurt Russell,Stargate,1103,1103,386,America,#N/A
2015,Kurt Russell,The Hateful Eight,1103,1103,393,America,Drama
1982,Kurt Russell,The Thing,1103,1103,967,Other countries,#N/A
2001,Kurt Russell,Vanilla Sky,1103,1103,396,Other countries,Romance
2016,Kyle Chandler,Manchester by the Sea,1534,1534,743,Other countries,Drama
2011,Kyle Chandler,Super 8,1534,1534,633,America,#N/A
#N/A,Kyle Gallner,American Sniper,1141,1141,571,#N/A,Biography
#N/A,Kyle MacLachlan,Blue Velvet,826,826,521,#N/A,Drama
2016,Lake Bell,The Secret Life of Pets,427,427,286,America,Comedy
2004,Lance Henriksen,AVP: Alien vs. Predator,1341,1341,642,America,#N/A
#N/A,Lara Flynn Boyle,Men in Black II,1546,1546,982,#N/A,Comedy
2009,Lara Robinson,Knowing,384,384,549,America,Drama
2000,Lari White,Cast Away,169,169,365,America,Romance
1999,Larisa Oleynik,10 Things I Hate About You,285,285,529,Europe,Romance
2006,Larry the Cable Guy,Cars,1292,1292,641,Asia,Comedy
2012,Lasse Fogelstrøm,Jagten,1630,1630,880,America,Drama
#N/A,Laura Dern,Blue Velvet,898,898,521,#N/A,Drama
1993,Laura Dern,Jurassic Park,898,898,737,Other countries,#N/A
2014,Laura Dern,The Fault in Our Stars,898,898,614,America,Romance
#N/A,Laura Harring,Mulholland Dr.,593,593,212,#N/A,Drama
2003,Laura Linney,Love Actually,1450,1450,320,Asia,Romance
1996,Laura Linney,Primal Fear,1450,1450,786,America,Drama
2016,Laura Linney,Sully,1450,1450,5,America,Biography
1998,Laura Linney,The Truman Show,1450,1450,458,Asia,Comedy
1990,Laura San Giacomo,Pretty Woman,497,497,223,Other countries,Romance
1994,Lauren Holly,Dumb and Dumber,1724,1724,965,Other countries,Comedy
2016,Laurence Fishburne,Passengers,413,413,262,America,Romance
2010,Laurence Fishburne,Predators,413,413,208,America,#N/A
1999,Laurence Fishburne,The Matrix,413,413,547,America,#N/A
2003,Laurence Fishburne,The Matrix Reloaded,413,413,337,Asia,#N/A
#N/A,Laurence Fishburne,The Matrix Revolutions,413,413,971,#N/A,#N/A
#N/A,Laurie Holden,Silent Hill,945,945,310,#N/A,#N/A
2007,Laurie Holden,The Mist,945,945,861,America,#N/A
1991,Lawrence A. Bonney,The Silence of the Lambs,151,151,872,America,Drama
#N/A,Léa Seydoux,Spectre,107,107,102,#N/A,#N/A
1985,Lea Thompson,Back to the Future,597,597,747,America,Comedy
1989,Lea Thompson,Back to the Future Part II,597,597,209,America,Comedy
2002,Leandro Firmino,Cidade de Deus,1132,1132,467,America,Drama
1998,Lee Evans,There's Something About Mary,97,97,379,America,Romance
1957,Lee J. Cobb,12 Angry Men,1296,1296,588,Other countries,Drama
1973,Lee J. Cobb,The Exorcist,1296,1296,377,Other countries,#N/A
1966,Lee Van Cleef,"Il buono, il brutto, il cattivo",1179,1179,562,America,#N/A
1965,Lee Van Cleef,Per qualche dollaro in più,1179,1179,311,America,#N/A
2004,Leigh Whannell,Saw,270,270,466,Other countries,#N/A
2011,Leila Hatami,Jodaeiye Nader az Simin,809,809,958,Other countries,Drama
2008,Leland Orser,Taken,219,219,805,America,#N/A
2012,Leland Orser,Taken 2,219,219,430,America,#N/A
2009,Lena Endre,Män som hatar kvinnor,526,526,403,Other countries,Drama
#N/A,Lena Headey,300,1440,1440,728,#N/A,#N/A
2014,Lena Headey,300: Rise of an Empire,1440,1440,64,America,#N/A
2012,Lena Headey,Dredd,1440,1440,936,Other countries,#N/A
2013,Lena Headey,The Purge,1440,1440,30,America,#N/A
2009,Leonard Nimoy,Star Trek,390,390,744,Other countries,#N/A
2006,Leonardo DiCaprio,Blood Diamond,1195,1195,733,Other countries,Drama
2008,Leonardo DiCaprio,Body of Lies,1195,1195,980,America,Drama
2002,Leonardo DiCaprio,Catch Me If You Can,1195,1195,839,America,Biography
2012,Leonardo DiCaprio,Django Unchained,1195,1195,780,America,Drama
2002,Leonardo DiCaprio,Gangs of New York,1195,1195,605,America,Drama
2010,Leonardo DiCaprio,Inception,1195,1195,913,America,#N/A
2008,Leonardo DiCaprio,Revolutionary Road,1195,1195,911,America,Romance
1996,Leonardo DiCaprio,Romeo + Juliet,1195,1195,500,Asia,Romance
2010,Leonardo DiCaprio,Shutter Island,1195,1195,394,America,#N/A
2004,Leonardo DiCaprio,The Aviator,1195,1195,644,America,Biography
2000,Leonardo DiCaprio,The Beach,1195,1195,210,America,Romance
#N/A,Leonardo DiCaprio,The Departed,1195,1195,929,#N/A,Drama
2013,Leonardo DiCaprio,The Great Gatsby,1195,1195,781,Other countries,Romance
2015,Leonardo DiCaprio,The Revenant,1195,1195,778,Other countries,Biography
2013,Leonardo DiCaprio,The Wolf of Wall Street,1195,1195,108,America,Biography
1997,Leonardo DiCaprio,Titanic,1195,1195,933,America,Romance
1993,Leonardo DiCaprio,What's Eating Gilbert Grape,1195,1195,318,Other countries,Drama
2002,Leonor Varela,Blade II,495,495,220,Asia,#N/A
2014,Lesley Manville,Maleficent,680,680,434,Other countries,#N/A
2009,Leslie Bibb,Law Abiding Citizen,230,230,137,Other countries,Drama
2016,Leslie Jones,Ghostbusters,1773,1773,968,America,Comedy
2009,Leslie Mann,17 Again,1477,1477,88,America,Comedy
2007,Leslie Mann,Knocked Up,1477,1477,369,Other countries,Romance
1980,Leslie Nielsen,Airplane!,64,64,902,Other countries,Comedy
2015,Lewis Black,Inside Out,157,157,686,America,Comedy
2004,Liam Aiken,A Series of Unfortunate Events,598,598,823,America,Comedy
2002,Liam Aiken,Road to Perdition,598,598,34,America,Drama
2012,Liam Hemsworth,The Expendables 2,1349,1349,335,Europe,#N/A
2012,Liam Hemsworth,The Hunger Games,1349,1349,20,America,Sci-Fi
2013,Liam Hemsworth,The Hunger Games: Catching Fire,1349,1349,676,America,#N/A
2014,Liam Hemsworth,The Hunger Games: Mockingjay - Part 1,1349,1349,973,America,#N/A
2015,Liam Hemsworth,The Hunger Games: Mockingjay - Part 2,1349,1349,423,Other countries,#N/A
2014,Liam Neeson,A Million Ways to Die in the West,1044,1044,637,America,Comedy
2005,Liam Neeson,Batman Begins,1044,1044,586,Asia,#N/A
2012,Liam Neeson,Battleship,1044,1044,988,Other countries,#N/A
2010,Liam Neeson,Clash of the Titans,1044,1044,969,Asia,#N/A
2005,Liam Neeson,Kingdom of Heaven,1044,1044,917,Other countries,Drama
2003,Liam Neeson,Love Actually,1044,1044,320,Asia,Romance
2014,Liam Neeson,Non-Stop,1044,1044,820,America,#N/A
1993,Liam Neeson,Schindler's List,1044,1044,312,America,Biography
1999,Liam Neeson,Star Wars: Episode I - The Phantom Menace,1044,1044,57,America,#N/A
2008,Liam Neeson,Taken,1044,1044,805,America,#N/A
2012,Liam Neeson,Taken 2,1044,1044,430,America,#N/A
2014,Liam Neeson,Taken 3,1044,1044,73,America,#N/A
2010,Liam Neeson,The A-Team,1044,1044,195,America,Comedy
2011,Liam Neeson,The Grey,1044,1044,150,America,Drama
#N/A,Liam Neeson,The Next Three Days,1044,1044,559,#N/A,Drama
2011,Liam Neeson,Unknown,1044,1044,387,Other countries,#N/A
2012,Liam Neeson,Wrath of the Titans,1044,1044,750,Other countries,#N/A
2010,Liev Schreiber,Salt,1818,1818,771,Other countries,#N/A
2015,Liev Schreiber,Spotlight,1818,1818,649,Other countries,Drama
2009,Liev Schreiber,X-Men Origins: Wolverine,1818,1818,753,Asia,#N/A
2014,Lili Sepe,It Follows,815,815,681,America,#N/A
2013,Lili Taylor,The Conjuring,558,558,509,America,#N/A
#N/A,Lin Shaye,Insidious,1417,1417,660,#N/A,#N/A
2008,Lina Leandersson,Låt den rätte komma in,936,936,714,America,Romance
1973,Linda Blair,The Exorcist,1318,1318,377,Other countries,#N/A
1999,Linda Fiorentino,Dogma,719,719,17,America,Comedy
1997,Linda Fiorentino,Men in Black,719,719,298,Asia,Comedy
1991,Linda Hamilton,Terminator 2: Judgment Day,997,997,783,America,#N/A
1984,Linda Hamilton,The Terminator,997,997,342,America,#N/A
1992,Linda Larkin,Aladdin,117,117,732,America,Comedy
2004,Lindsay Lohan,Mean Girls,567,567,230,Europe,Comedy
#N/A,Linh Dan Pham,Mr. Nobody,1692,1692,829,#N/A,Romance
1946,Lionel Barrymore,It's a Wonderful Life,583,583,325,America,Drama
1998,Lisa Bonet,Enemy of the State,799,799,275,America,#N/A
1995,Lisa Boyle,Bad Boys,11,11,452,America,Comedy
2014,Lisa Kudrow,Neighbors,1585,1585,496,Asia,Comedy
2007,Lisa Kudrow,P.S. I Love You,1585,1585,388,America,Romance
1994,Lisa Spoonauer,Clerks,104,104,794,America,Comedy
2011,Lisa Thoreson,The Adjustment Bureau,542,542,232,America,Romance
1998,Liv Tyler,Armageddon,1776,1776,164,America,Sci-Fi
2008,Liv Tyler,The Incredible Hulk,1776,1776,962,America,#N/A
2008,Lizzy Caplan,Cloverfield,811,811,765,America,#N/A
2014,Lizzy Caplan,The Interview,811,811,923,America,Comedy
2007,Logan Lerman,3:10 to Yuma,207,207,950,Asia,Drama
2014,Logan Lerman,Fury,207,207,934,America,Drama
2010,Logan Lerman,Percy Jackson & the Olympians: The Lightning Thief,207,207,696,Asia,#N/A
2007,Logan Lerman,The Number 23,207,207,537,America,#N/A
2012,Logan Lerman,The Perks of Being a Wallflower,207,207,471,Asia,Drama
#N/A,Logan Marshall-Green,Prometheus,388,388,250,#N/A,#N/A
#N/A,Lorella Cravotta,Le fabuleux destin d'Amélie Poulain,1580,1580,788,#N/A,Romance
2009,Lorna Raver,Drag Me to Hell,942,942,382,Other countries,#N/A
1990,Lorraine Bracco,Goodfellas,1283,1283,61,America,Biography
#N/A,Lorraine Gary,Jaws,734,734,157,#N/A,Drama
2007,Lou Romano,Ratatouille,1571,1571,217,America,Comedy
2016,Louis C.K.,The Secret Life of Pets,961,961,286,America,Comedy
1975,Louise Fletcher,One Flew Over the Cuckoo's Nest,1822,1822,852,Asia,Drama
2004,Louise Lemoine Torrès,Before Sunset,1403,1403,106,America,Romance
2005,Lucas Black,Jarhead,772,772,724,Asia,Biography
2006,Lucas Black,The Fast and the Furious: Tokyo Drift,772,772,716,America,#N/A
2016,Lucas Hedges,Manchester by the Sea,338,338,743,Other countries,Drama
1937,Lucille La Verne,Snow White and the Seven Dwarfs,1577,1577,332,America,Animation
#N/A,Lucy Davis,Shaun of the Dead,224,224,702,#N/A,Comedy
2000,Lucy Liu,Charlie's Angels,1257,1257,713,Other countries,Comedy
2006,Lucy Liu,Lucky Number Slevin,1257,1257,211,America,Drama
2011,Lucy Punch,Bad Teacher,1699,1699,867,Asia,Romance
#N/A,Lucy Walters,Shame,1722,1722,759,#N/A,Drama
2006,Luenell,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,964,964,653,America,Comedy
2003,Luis Guzmán,Anger Management,527,527,893,America,Comedy
1997,Luis Guzmán,Boogie Nights,527,527,647,America,Drama
2009,Luis Guzmán,The Taking of Pelham 123,527,527,961,Other countries,#N/A
2016,Luke Bracey,Hacksaw Ridge,1143,1143,219,America,Biography
2014,Luke Evans,Dracula Untold,1769,1769,551,America,Drama
#N/A,Luke Wilson,Legally Blonde,1586,1586,590,#N/A,Romance
2003,Luke Wilson,Old School,1586,1586,281,America,Comedy
2013,Lydia Wilson,About Time,332,332,523,America,Comedy
2012,Lynn Collins,John Carter,933,933,541,America,#N/A
2000,Lynn Ferguson,Chicken Run,92,92,577,America,Comedy
1990,Macaulay Culkin,Home Alone,1701,1701,877,America,Comedy
1992,Macaulay Culkin,Home Alone 2: Lost in New York,1701,1701,919,America,Comedy
2014,Mackenzie Foy,Interstellar,99,99,69,America,Drama
1995,Madeleine Stowe,Twelve Monkeys,273,273,414,America,#N/A
2014,Madeleine West,Predestination,30,30,140,America,Drama
2009,Madhavan,3 Idiots,1124,1124,183,America,Comedy
2016,Madison Wolfe,The Conjuring 2,1300,1300,319,America,Drama
2012,Mads Mikkelsen,Jagten,1139,1139,880,America,Drama
2002,Maggie Cheung,Ying xiong,209,209,741,America,#N/A
2008,Maggie Grace,Taken,491,491,805,America,#N/A
2012,Maggie Grace,Taken 2,491,491,430,America,#N/A
2014,Maggie Grace,Taken 3,491,491,73,America,#N/A
2013,Maggie Gyllenhaal,White House Down,1749,1749,901,America,Drama
2007,Maggie Q,Live Free or Die Hard,1662,1662,972,Asia,#N/A
2001,Maggie Smith,Harry Potter and the Sorcerer's Stone,1082,1082,324,America,#N/A
2016,Mahershala Ali,Moonlight,227,227,857,Other countries,Drama
2004,Maia Morgenstern,The Passion of the Christ,878,878,155,Other countries,Drama
2014,Maika Monroe,It Follows,1225,1225,681,America,#N/A
#N/A,Malcolm McDowell,A Clockwork Orange,1568,1568,412,#N/A,Drama
2009,Malin Akerman,Watchmen,834,834,987,America,Drama
2002,Mandy Moore,A Walk to Remember,1166,1166,470,Asia,Romance
2010,Mandy Moore,Tangled,1166,1166,889,America,Comedy
1987,Mandy Patinkin,The Princess Bride,1293,1293,314,America,#N/A
#N/A,Marcia Gay Harden,Into the Wild,49,49,567,#N/A,Biography
2007,Marcia Gay Harden,The Mist,49,49,861,America,#N/A
#N/A,Margot Robbie,Focus,1171,1171,816,#N/A,Comedy
#N/A,Margot Robbie,Suicide Squad,1171,1171,438,#N/A,#N/A
2013,Margot Robbie,The Wolf of Wall Street,1171,1171,108,America,Biography
2005,Maria Bello,A History of Violence,965,965,524,America,Drama
2004,Maria Bello,Secret Window,965,965,875,America,Drama
2005,Maria Bello,Thank You for Smoking,965,965,812,Other countries,Comedy
1998,Maria Pitillo,Godzilla,937,937,415,America,#N/A
1964,Marianne Koch,Per un pugno di dollari,1231,1231,297,Other countries,#N/A
2006,Maribel Verdú,El laberinto del fauno,1397,1397,343,America,Drama
2005,Marie-Josée Croze,Munich,1229,1229,639,Other countries,Drama
1994,Marilyn Ghigliotti,Clerks,1496,1496,794,America,Comedy
1959,Marilyn Monroe,Some Like It Hot,335,335,225,Other countries,Romance
1965,Mario Brega,Per qualche dollaro in più,1093,1093,311,America,#N/A
2016,Marion Cotillard,Assassin's Creed,1413,1413,804,Asia,#N/A
2003,Marisa Tomei,Anger Management,1186,1186,893,America,Comedy
2011,Marisa Tomei,The Lincoln Lawyer,1186,1186,368,America,Drama
2008,Marisa Tomei,The Wrestler,1186,1186,891,Europe,Sport
2000,Marisa Tomei,What Women Want,1186,1186,722,America,Romance
2000,Mark Boone Junior,Memento,1493,1493,479,Other countries,#N/A
#N/A,Mark Fredrichs,Paranormal Activity,1279,1279,882,#N/A,#N/A
#N/A,Mark Hamill,Star Wars,272,272,836,#N/A,#N/A
1980,Mark Hamill,Star Wars: Episode V - The Empire Strikes Back,272,272,464,America,#N/A
1983,Mark Hamill,Star Wars: Episode VI - Return of the Jedi,272,272,565,America,#N/A
1998,Mark Margolis,Pi,1309,1309,815,Other countries,Drama
